segment Pakistan
31.848 69.198
31.853 69.203
31.854 69.211
31.863 69.231
31.887 69.263
31.895 69.267
31.906 69.272
31.912 69.278
31.919 69.299
31.925 69.313
31.928 69.318
31.941 69.323
31.944 69.323
31.969 69.315
31.976 69.313
31.986 69.312
31.992 69.3
32 69.298
32.071 69.286
32.093 69.289
32.151 69.273
32.172 69.274
32.194 69.276
32.21 69.274
32.272 69.27
32.292 69.28
32.356 69.281
32.374 69.271
32.414 69.25
32.444 69.239
32.461 69.241
32.506 69.27
32.533 69.285
32.541 69.301
32.543 69.326
32.55 69.343
32.567 69.385
32.59 69.4
32.616 69.416
32.637 69.434
32.652 69.444
32.663 69.451
32.671 69.448
32.677 69.443
32.686 69.437
32.694 69.437
32.7 69.439
32.71 69.44
32.72 69.442
32.728 69.441
32.732 69.431
32.74 69.415
32.749 69.403
32.761 69.393
32.774 69.392
32.782 69.395
32.793 69.412
32.815 69.441
32.833 69.458
32.847 69.464
32.851 69.474
32.848 69.501
32.854 69.512
32.861 69.531
32.866 69.535
32.874 69.531
32.886 69.515
32.943 69.492
32.966 69.493
33.002 69.5
33.029 69.507
33.059 69.543
33.082 69.567
33.098 69.58
33.098 69.617
33.095 69.655
33.098 69.667
33.098 69.679
33.094 69.689
33.09 69.705
33.093 69.723
33.1 69.731
33.11 69.737
33.114 69.746
33.114 69.767
33.12 69.773
33.128 69.787
33.124 69.799
33.105 69.829
33.096 69.856
33.096 69.876
33.102 69.892
33.101 69.901
33.104 69.917
33.118 69.929
33.129 69.946
33.131 69.965
33.136 69.977
33.138 69.987
33.14 70
33.141 70.006
33.143 70.023
33.214 70.067
33.216 70.079
33.208 70.094
33.21 70.104
33.213 70.131
33.221 70.156
33.233 70.164
33.238 70.168
33.241 70.19
33.25 70.208
33.269 70.233
33.305 70.271
33.328 70.291
33.33 70.308
33.331 70.324
33.34 70.327
33.356 70.321
33.374 70.312
33.387 70.315
33.396 70.315
33.413 70.301
33.426 70.298
33.432 70.288
33.433 70.258
33.439 70.252
33.473 70.24
33.476 70.231
33.48 70.215
33.49 70.208
33.502 70.201
33.513 70.182
33.525 70.174
33.548 70.175
33.565 70.179
33.617 70.194
33.634 70.197
33.64 70.19
33.644 70.169
33.654 70.149
33.663 70.147
33.682 70.151
33.695 70.15
33.715 70.137
33.722 70.124
33.722 70.117
33.718 70.102
33.717 70.092
33.731 70.035
33.731 70.026
33.734 70.006
33.736 70
