segment Vietnam
16.191 108.176
16.192 108.168
16.188 108.16
16.163 108.157
16.159 108.155
16.16 108.147
16.157 108.143
16.15 108.143
16.142 108.142
16.138 108.138
16.136 108.129
16.123 108.128
16.113 108.12
16.11 108.121
16.114 108.126
16.118 108.13
16.117 108.134
16.107 108.138
16.104 108.143
16.095 108.151
16.086 108.161
16.071 108.185
16.069 108.203
16.07 108.206
16.075 108.211
16.084 108.213
16.089 108.217
16.09 108.22
16.089 108.222
16.088 108.223
16.078 108.226
16.045 108.225
16.036 108.228
16.033 108.233
16.036 108.236
16.031 108.237
16.027 108.235
16.027 108.228
16.025 108.224
16.017 108.221
16.017 108.216
16.014 108.212
16.009 108.21
16 108.207
16 108.214
16.004 108.216
16.017 108.231
16.017 108.236
16.014 108.244
16.011 108.248
16.01 108.239
16.005 108.233
16 108.231
16 108.239
16.003 108.239
16.007 108.244
16.007 108.247
16.003 108.251
16 108.252
16 108.257
16.001 108.257
16.012 108.252
16.019 108.244
16.025 108.242
16.036 108.24
16.044 108.234
16.052 108.232
16.071 108.23
16.087 108.231
16.091 108.233
16.087 108.237
16.094 108.242
16.102 108.245
16.106 108.245
16.108 108.244
16.116 108.226
16.114 108.221
16.117 108.219
16.119 108.214
16.123 108.215
16.122 108.222
16.136 108.231
16.148 108.234
16.15 108.245
16.155 108.25
16.153 108.258
16.147 108.265
16.138 108.271
16.131 108.276
16.135 108.282
16.133 108.295
16.121 108.307
16.119 108.311
16.123 108.314
16.139 108.317
16.138 108.32
16.12 108.336
16.116 108.336
16.109 108.322
16.106 108.319
16.102 108.317
16.097 108.314
16.093 108.309
16.094 108.305
16.1 108.3
16.099 108.289
16.093 108.28
16.095 108.276
16.094 108.27
16.098 108.266
16.099 108.264
16.095 108.259
16.079 108.25
16.063 108.25
16.044 108.255
16.04 108.256
16.037 108.257
16.015 108.268
16 108.275
15.997 108.276
15.962 108.295
15.947 108.305
15.943 108.307
15.922 108.331
15.903 108.358
15.893 108.38
15.888 108.386
15.88 108.391
15.876 108.391
15.868 108.38
15.861 108.384
15.873 108.394
15.876 108.4
15.875 108.403
15.87 108.405
15.83 108.414
15.785 108.432
15.779 108.435
15.752 108.451
15.74 108.46
15.728 108.463
15.672 108.495
15.669 108.498
15.662 108.505
15.577 108.564
15.566 108.574
15.544 108.593
15.527 108.605
15.505 108.629
15.5 108.642
15.495 108.673
15.496 108.674
15.499 108.676
15.512 108.679
15.503 108.686
15.5 108.685
15.496 108.681
15.481 108.679
15.472 108.686
15.47 108.687
15.474 108.69
15.479 108.688
15.482 108.69
15.482 108.695
15.469 108.698
15.465 108.703
15.46 108.702
15.453 108.706
15.45 108.702
15.442 108.7
15.437 108.701
15.426 108.708
15.416 108.717
15.402 108.735
15.397 108.744
15.396 108.746
15.385 108.757
15.382 108.763
15.381 108.774
15.38 108.777
15.379 108.782
15.385 108.782
15.384 108.791
15.39 108.803
15.394 108.807
15.399 108.809
15.4 108.81
15.402 108.814
15.404 108.81
15.41 108.808
15.414 108.803
15.418 108.803
15.419 108.805
15.413 108.808
15.408 108.818
15.407 108.822
15.414 108.828
15.413 108.833
15.397 108.83
15.394 108.832
15.392 108.836
15.387 108.837
15.376 108.833
15.373 108.833
15.356 108.846
15.349 108.851
15.346 108.858
15.34 108.861
15.342 108.867
15.347 108.872
15.345 108.877
15.339 108.87
15.336 108.87
15.332 108.872
15.325 108.879
15.323 108.884
15.32 108.886
15.314 108.885
15.307 108.879
15.298 108.874
15.29 108.877
15.276 108.887
15.265 108.895
15.25 108.909
15.244 108.916
15.24 108.923
15.239 108.929
15.244 108.933
15.242 108.938
15.243 108.943
15.24 108.944
15.231 108.946
15.225 108.946
15.22 108.941
15.21 108.937
15.207 108.929
15.212 108.919
15.211 108.917
15.199 108.928
15.194 108.922
15.198 108.921
15.201 108.919
15.201 108.91
15.198 108.906
15.194 108.904
15.185 108.9
15.175 108.901
15.168 108.899
15.146 108.903
15.139 108.902
15.136 108.905
15.119 108.903
15.103 108.906
15.098 108.904
15.092 108.902
15.091 108.903
15.09 108.906
15.086 108.906
15 108.928
14.995 108.929
14.965 108.942
14.931 108.952
14.907 108.965
14.873 108.979
14.865 108.986
14.849 108.993
14.828 109.002
14.826 109
14.827 108.996
14.824 108.993
14.825 108.989
14.834 108.979
14.828 108.98
14.819 108.985
14.816 108.992
14.811 108.996
14.82 108.998
14.822 109
14.821 109.001
14.821 109.004
14.819 109.007
14.807 109.012
14.77 109.037
14.745 109.049
14.72 109.069
14.716 109.07
14.696 109.079
14.684 109.079
14.67 109.087
14.665 109.088
14.66 109.087
14.658 109.08
14.661 109.078
14.664 109.08
14.673 109.077
14.683 109.075
14.686 109.073
14.687 109.068
14.683 109.066
14.672 109.07
14.665 109.071
14.647 109.073
14.644 109.072
14.634 109.073
14.627 109.076
14.621 109.075
14.612 109.079
14.611 109.076
14.596 109.076
14.583 109.081
14.574 109.087
14.571 109.084
14.572 109.079
14.576 109.075
14.576 109.07
14.573 109.067
14.575 109.063
14.572 109.06
14.564 109.061
14.558 109.062
14.555 109.065
14.547 109.063
14.538 109.067
14.541 109.071
14.547 109.069
14.549 109.069
14.552 109.07
14.556 109.069
14.565 109.07
14.569 109.073
14.566 109.074
14.56 109.073
14.552 109.073
14.514 109.087
14.495 109.096
14.492 109.096
14.492 109.093
14.49 109.092
14.482 109.096
14.473 109.094
14.472 109.095
14.472 109.098
14.463 109.104
14.458 109.103
14.445 109.118
14.447 109.12
14.457 109.11
14.459 109.112
14.483 109.099
14.488 109.099
14.487 109.1
14.453 109.12
14.451 109.121
14.437 109.126
14.433 109.126
14.427 109.122
14.414 109.118
14.407 109.12
14.39 109.129
14.369 109.125
14.342 109.139
14.337 109.143
14.331 109.148
14.307 109.163
14.286 109.182
14.277 109.187
14.276 109.192
14.273 109.192
14.269 109.185
14.256 109.189
14.245 109.199
14.235 109.201
14.23 109.202
14.227 109.209
14.225 109.204
14.225 109.201
14.223 109.198
14.224 109.192
14.223 109.19
14.215 109.188
14.186 109.195
14.16 109.208
14.14 109.225
14.135 109.228
14.135 109.235
14.133 109.236
14.13 109.233
14.125 109.231
14.123 109.226
14.123 109.209
14.121 109.212
14.106 109.213
14.073 109.226
14.028 109.251
14.018 109.26
14.014 109.26
14.011 109.258
14.006 109.254
13.998 109.255
13.988 109.261
13.985 109.261
13.981 109.257
13.977 109.256
13.963 109.262
13.963 109.265
13.96 109.266
13.958 109.262
13.957 109.256
13.954 109.251
13.95 109.25
13.945 109.249
13.922 109.256
13.912 109.261
13.907 109.266
13.883 109.29
13.882 109.294
13.891 109.303
13.887 109.304
13.88 109.303
13.874 109.306
13.869 109.302
13.866 109.301
13.86 109.303
13.841 109.305
13.834 109.308
13.819 109.307
13.809 109.299
13.804 109.297
13.794 109.296
13.784 109.297
13.766 109.303
13.756 109.298
13.749 109.299
13.748 109.295
13.752 109.291
13.752 109.286
13.752 109.271
13.755 109.263
13.76 109.257
13.763 109.262
13.764 109.258
13.767 109.245
13.767 109.241
13.761 109.232
13.745 109.219
13.731 109.225
13.719 109.223
13.711 109.224
13.707 109.227
13.697 109.229
13.685 109.234
13.681 109.237
13.679 109.236
13.669 109.24
13.666 109.238
13.665 109.235
13.657 109.236
13.652 109.239
13.651 109.238
13.65 109.233
13.648 109.232
13.642 109.234
13.64 109.232
13.635 109.232
13.634 109.232
13.626 109.236
13.607 109.247
13.584 109.267
13.573 109.279
13.568 109.285
13.567 109.292
13.57 109.296
13.566 109.303
13.563 109.304
13.562 109.303
13.563 109.298
13.558 109.294
13.555 109.295
13.553 109.291
13.55 109.286
13.538 109.283
13.531 109.286
13.526 109.292
13.522 109.298
13.52 109.302
13.513 109.307
13.505 109.308
13.501 109.307
13.505 109.303
13.506 109.3
13.502 109.297
13.495 109.295
13.477 109.298
13.469 109.302
13.462 109.31
13.459 109.316
13.459 109.32
13.464 109.326
13.47 109.328
13.465 109.336
13.459 109.336
13.456 109.334
13.458 109.332
13.459 109.327
13.456 109.324
13.449 109.322
13.438 109.326
13.432 109.317
13.419 109.319
13.412 109.317
13.409 109.318
13.407 109.317
13.408 109.308
13.401 109.305
13.4 109.302
13.411 109.298
13.412 109.296
13.409 109.291
13.411 109.281
13.408 109.278
13.409 109.274
13.409 109.273
13.414 109.273
13.417 109.268
13.42 109.266
13.426 109.268
13.429 109.267
13.43 109.271
13.429 109.283
13.433 109.285
13.436 109.289
13.44 109.29
13.443 109.297
13.447 109.299
13.452 109.297
13.456 109.293
13.459 109.284
13.472 109.274
13.476 109.268
13.478 109.26
13.481 109.256
13.485 109.252
13.488 109.25
13.489 109.246
13.484 109.245
13.483 109.234
13.476 109.232
13.471 109.237
13.467 109.236
13.452 109.225
13.448 109.228
13.446 109.227
13.443 109.222
13.435 109.224
13.431 109.23
13.425 109.233
13.425 109.24
13.422 109.241
13.419 109.238
13.419 109.23
13.414 109.228
13.413 109.225
13.411 109.224
13.408 109.226
13.406 109.234
13.404 109.235
13.399 109.232
13.394 109.233
13.392 109.231
13.392 109.222
13.388 109.222
13.381 109.236
13.384 109.246
13.382 109.249
13.361 109.257
13.353 109.266
13.351 109.267
13.351 109.263
13.355 109.258
13.353 109.255
13.345 109.26
13.345 109.265
13.341 109.265
13.341 109.266
13.342 109.27
13.348 109.271
13.353 109.275
13.359 109.278
13.36 109.283
13.358 109.288
13.36 109.294
13.357 109.3
13.349 109.302
13.344 109.299
13.341 109.299
13.336 109.305
13.332 109.306
13.328 109.304
13.327 109.3
13.33 109.295
13.33 109.29
13.327 109.287
13.306 109.287
13.3 109.289
13.301 109.293
13.266 109.317
13.251 109.322
13.247 109.32
13.243 109.31
13.24 109.309
13.224 109.312
13.221 109.311
13.218 109.304
13.213 109.303
13.212 109.3
13.206 109.3
13.196 109.302
13.195 109.302
13.191 109.304
13.184 109.311
13.183 109.311
13.181 109.307
13.168 109.3
13.156 109.298
13.143 109.3
13.124 109.305
13.114 109.311
13.104 109.32
13.086 109.332
13.084 109.329
13.071 109.339
13.073 109.342
13.052 109.352
13.02 109.371
12.98 109.399
12.975 109.405
12.97 109.41
12.946 109.432
12.944 109.435
12.94 109.436
12.935 109.433
12.927 109.437
12.912 109.45
12.91 109.458
12.907 109.459
12.896 109.457
12.895 109.458
12.894 109.462
12.891 109.463
12.885 109.458
12.877 109.463
12.876 109.459
12.876 109.456
12.866 109.456
12.86 109.458
12.856 109.456
12.853 109.444
12.85 109.438
12.845 109.435
12.843 109.43
12.845 109.425
12.847 109.424
12.849 109.425
12.86 109.437
12.869 109.443
12.873 109.444
12.877 109.441
12.878 109.435
12.873 109.428
12.873 109.425
12.868 109.423
12.867 109.418
12.864 109.407
12.862 109.406
12.856 109.407
12.852 109.405
12.845 109.396
12.84 109.395
12.833 109.382
12.833 109.374
12.831 109.369
12.827 109.365
12.821 109.363
12.815 109.365
12.813 109.37
12.811 109.37
12.809 109.366
12.804 109.363
12.785 109.367
12.781 109.368
12.754 109.377
12.708 109.403
12.697 109.412
12.699 109.42
12.696 109.42
12.686 109.417
12.68 109.42
12.677 109.422
12.664 109.432
12.663 109.437
12.668 109.444
12.666 109.447
12.663 109.445
12.661 109.447
12.664 109.452
12.664 109.457
12.662 109.459
12.658 109.46
12.656 109.464
12.653 109.465
12.649 109.462
12.645 109.464
12.646 109.452
12.643 109.45
12.642 109.443
12.639 109.439
12.629 109.439
12.625 109.441
12.621 109.439
12.618 109.441
12.617 109.441
12.611 109.439
12.608 109.441
12.605 109.437
12.601 109.44
12.596 109.436
12.592 109.436
12.591 109.441
12.578 109.441
12.574 109.445
12.568 109.444
12.563 109.445
12.558 109.436
12.57 109.432
12.568 109.429
12.571 109.426
12.569 109.42
12.583 109.417
12.591 109.419
12.592 109.419
12.597 109.418
12.6 109.416
12.599 109.411
12.603 109.408
12.603 109.404
12.623 109.396
12.626 109.398
12.63 109.406
12.631 109.413
12.632 109.414
12.64 109.411
12.643 109.412
12.648 109.417
12.654 109.414
12.664 109.413
12.667 109.408
12.675 109.403
12.68 109.402
12.682 109.399
12.682 109.398
12.681 109.396
12.676 109.394
12.669 109.399
12.666 109.396
12.667 109.39
12.667 109.383
12.671 109.379
12.671 109.375
12.669 109.373
12.662 109.371
12.652 109.375
12.649 109.37
12.647 109.369
12.642 109.373
12.639 109.37
12.64 109.367
12.65 109.364
12.649 109.359
12.656 109.357
12.659 109.355
12.656 109.35
12.649 109.343
12.65 109.342
12.65 109.341
12.655 109.339
12.658 109.335
12.66 109.344
12.665 109.349
12.676 109.351
12.681 109.355
12.687 109.357
12.69 109.36
12.685 109.365
12.685 109.37
12.687 109.373
12.699 109.377
12.706 109.384
12.712 109.384
12.715 109.379
12.725 109.375
12.734 109.369
12.734 109.367
12.769 109.351
12.784 109.355
12.796 109.355
12.796 109.344
12.792 109.335
12.785 109.332
12.776 109.335
12.772 109.33
12.766 109.328
12.757 109.313
12.754 109.304
12.749 109.297
12.746 109.295
12.743 109.296
12.739 109.294
12.739 109.29
12.726 109.274
12.717 109.271
12.713 109.267
12.706 109.265
12.702 109.261
12.703 109.259
12.701 109.257
12.698 109.243
12.699 109.237
12.69 109.233
12.677 109.223
12.676 109.22
12.664 109.214
12.657 109.213
12.651 109.217
12.647 109.213
12.646 109.205
12.641 109.2
12.635 109.196
12.624 109.193
12.619 109.193
12.614 109.2
12.617 109.206
12.615 109.207
12.609 109.204
12.604 109.205
12.601 109.204
12.596 109.207
12.591 109.199
12.584 109.196
12.574 109.193
12.571 109.194
12.561 109.205
12.553 109.212
12.548 109.206
12.546 109.2
12.543 109.197
12.542 109.2
12.543 109.209
12.539 109.211
12.539 109.213
12.549 109.218
12.553 109.218
12.562 109.213
12.567 109.216
12.572 109.221
12.568 109.226
12.568 109.228
12.57 109.232
12.575 109.238
12.577 109.238
12.578 109.238
12.575 109.229
12.576 109.226
12.579 109.224
12.582 109.226
12.588 109.233
12.589 109.236
12.584 109.239
12.582 109.245
12.577 109.248
12.571 109.247
12.571 109.243
12.566 109.239
12.552 109.233
12.542 109.232
12.522 109.236
12.517 109.24
12.513 109.241
12.503 109.249
12.5 109.257
12.492 109.269
12.48 109.282
12.482 109.288
12.474 109.295
12.472 109.299
12.468 109.3
12.464 109.297
12.457 109.296
12.451 109.29
12.445 109.291
12.436 109.289
12.428 109.292
12.427 109.292
12.419 109.298
12.418 109.303
12.413 109.307
12.41 109.313
12.411 109.325
12.401 109.332
12.401 109.337
12.402 109.34
12.397 109.344
12.393 109.345
12.383 109.34
12.382 109.332
12.378 109.329
12.372 109.334
12.368 109.334
12.369 109.329
12.372 109.325
12.38 109.322
12.384 109.318
12.383 109.313
12.379 109.31
12.377 109.307
12.37 109.305
12.364 109.306
12.357 109.302
12.348 109.304
12.341 109.297
12.347 109.284
12.354 109.281
12.353 109.274
12.358 109.267
12.367 109.266
12.37 109.269
12.382 109.258
12.388 109.252
12.405 109.242
12.407 109.234
12.417 109.228
12.433 109.213
12.437 109.201
12.456 109.181
12.457 109.176
12.454 109.174
12.455 109.17
12.458 109.166
12.453 109.164
12.453 109.15
12.444 109.16
12.434 109.169
12.43 109.169
12.428 109.165
12.429 109.16
12.436 109.151
12.436 109.147
12.433 109.144
12.427 109.143
12.422 109.146
12.418 109.151
12.417 109.161
12.413 109.163
12.406 109.164
12.402 109.168
12.397 109.173
12.397 109.176
12.401 109.178
12.397 109.185
12.396 109.194
12.392 109.197
12.392 109.201
12.385 109.204
12.374 109.201
12.357 109.203
12.349 109.207
12.344 109.205
12.335 109.207
12.33 109.206
12.319 109.217
12.316 109.226
12.31 109.229
12.306 109.237
12.305 109.239
12.299 109.247
12.297 109.248
12.29 109.241
12.289 109.229
12.292 109.224
12.291 109.221
12.284 109.215
12.282 109.211
12.271 109.208
12.265 109.21
12.26 109.207
12.259 109.203
12.261 109.189
12.269 109.168
12.267 109.167
12.263 109.171
12.262 109.176
12.254 109.188
12.253 109.194
12.252 109.2
12.254 109.206
12.248 109.203
12.239 109.201
12.231 109.202
12.219 109.207
12.209 109.214
12.202 109.222
12.195 109.219
12.193 109.216
12.194 109.209
12.199 109.205
12.203 109.192
12.207 109.188
12.202 109.186
12.199 109.182
12.195 109.178
12.193 109.181
12.193 109.184
12.197 109.189
12.198 109.197
12.191 109.202
12.187 109.209
12.181 109.213
12.177 109.214
12.167 109.212
12.165 109.21
12.164 109.204
12.161 109.203
12.152 109.211
12.151 109.221
12.148 109.225
12.143 109.227
12.139 109.226
12.135 109.227
12.13 109.219
12.129 109.219
12.127 109.218
12.118 109.217
12.114 109.212
12.11 109.202
12.093 109.199
12.08 109.201
12.072 109.203
12.037 109.218
12.018 109.228
12.006 109.234
11.977 109.251
11.972 109.255
11.972 109.258
11.976 109.264
11.975 109.27
11.97 109.275
11.965 109.278
11.954 109.276
11.951 109.278
11.952 109.287
11.949 109.289
11.943 109.285
11.94 109.279
11.937 109.278
11.934 109.277
11.934 109.271
11.929 109.265
11.924 109.262
11.918 109.262
11.889 109.273
11.886 109.276
11.881 109.285
11.878 109.286
11.863 109.274
11.863 109.271
11.865 109.265
11.865 109.261
11.863 109.258
11.854 109.255
11.854 109.252
11.856 109.252
11.859 109.251
11.863 109.251
11.867 109.247
11.873 109.245
11.878 109.236
11.878 109.228
11.881 109.222
11.88 109.215
11.883 109.21
11.886 109.208
11.897 109.211
11.906 109.21
11.937 109.221
11.943 109.22
11.947 109.215
11.952 109.21
11.956 109.195
11.951 109.191
11.947 109.19
11.94 109.192
11.934 109.184
11.924 109.178
11.919 109.169
11.905 109.161
11.904 109.157
11.901 109.153
11.901 109.149
11.907 109.143
11.907 109.138
11.906 109.136
11.906 109.133
11.899 109.129
11.89 109.127
11.882 109.121
11.871 109.117
11.861 109.116
11.855 109.117
11.839 109.123
11.832 109.126
11.827 109.13
11.82 109.147
11.82 109.151
11.825 109.155
11.836 109.16
11.841 109.166
11.846 109.167
11.85 109.166
11.853 109.167
11.856 109.175
11.862 109.178
11.874 109.192
11.873 109.196
11.871 109.197
11.86 109.188
11.856 109.186
11.851 109.188
11.844 109.183
11.834 109.187
11.821 109.187
11.818 109.187
11.815 109.19
11.814 109.197
11.811 109.198
11.808 109.19
11.803 109.188
11.791 109.192
11.787 109.195
11.769 109.216
11.759 109.219
11.757 109.22
11.754 109.232
11.748 109.229
11.746 109.231
11.746 109.234
11.734 109.238
11.724 109.236
11.719 109.231
11.717 109.228
11.719 109.219
11.718 109.217
11.717 109.216
11.717 109.211
11.723 109.206
11.722 109.204
11.717 109.202
11.707 109.205
11.703 109.203
11.7 109.197
11.695 109.195
11.691 109.198
11.687 109.2
11.684 109.191
11.676 109.18
11.656 109.176
11.64 109.177
11.63 109.17
11.623 109.167
11.62 109.159
11.613 109.152
11.597 109.147
11.591 109.143
11.59 109.142
11.584 109.14
11.578 109.132
11.566 109.131
11.565 109.129
11.572 109.126
11.577 109.119
11.587 109.095
11.587 109.085
11.582 109.071
11.582 109.066
11.584 109.06
11.598 109.048
11.599 109.043
11.596 109.042
11.593 109.043
11.591 109.048
11.588 109.048
11.586 109.037
11.579 109.03
11.573 109.028
11.565 109.027
11.553 109.03
11.548 109.035
11.544 109.035
11.54 109.032
11.539 109.03
11.544 109.026
11.547 109.02
11.545 109.002
11.543 109.003
11.539 109.01
11.539 109.018
11.537 109.019
11.536 109.027
11.533 109.026
11.53 109.024
11.522 109.018
11.516 109.016
11.464 109.017
11.45 109.016
11.441 109.012
11.432 109.017
11.422 109.018
11.414 109.016
11.409 109.013
11.397 109.01
11.389 109.011
11.378 109.013
11.37 109.016
11.365 109.023
11.361 109.025
11.355 109.022
11.347 109.006
11.336 108.994
11.329 108.99
11.323 108.976
11.317 108.969
11.314 108.966
11.307 108.931
11.307 108.924
11.309 108.921
11.314 108.917
11.319 108.904
11.331 108.892
11.333 108.887
11.331 108.871
11.331 108.857
11.33 108.853
11.327 108.846
11.317 108.833
11.316 108.827
11.318 108.813
11.314 108.806
11.31 108.79
11.306 108.786
11.291 108.781
11.287 108.776
11.278 108.756
11.273 108.754
11.252 108.752
11.225 108.746
11.207 108.737
11.197 108.734
11.181 108.731
11.176 108.727
11.172 108.716
11.162 108.712
11.165 108.708
11.173 108.706
11.176 108.704
11.179 108.696
11.18 108.687
11.187 108.671
11.19 108.665
11.185 108.636
11.182 108.629
11.174 108.622
11.173 108.619
11.179 108.613
11.179 108.594
11.178 108.588
11.161 108.569
11.16 108.564
11.161 108.55
11.159 108.544
11.151 108.533
11.139 108.521
11.093 108.492
11.085 108.489
11.061 108.48
11.044 108.477
11.041 108.473
11.039 108.467
11.04 108.459
11.044 108.45
11.044 108.44
11.038 108.43
11.027 108.421
11.027 108.415
11.029 108.408
11.028 108.402
11.027 108.393
11.029 108.387
11.029 108.381
11.026 108.375
11.021 108.37
11.011 108.361
10.989 108.351
10.983 108.349
10.979 108.35
10.968 108.345
10.953 108.345
10.948 108.342
10.948 108.337
10.951 108.332
10.956 108.325
10.955 108.32
10.951 108.315
10.941 108.307
10.928 108.301
10.911 108.299
10.908 108.296
10.907 108.292
10.91 108.286
10.914 108.285
10.921 108.289
10.928 108.288
10.933 108.285
10.94 108.277
10.942 108.265
10.947 108.245
10.948 108.233
10.946 108.221
10.939 108.204
10.931 108.193
10.932 108.184
10.926 108.168
10.926 108.154
10.928 108.143
10.929 108.138
10.922 108.124
10.915 108.116
10.914 108.112
10.914 108.107
10.913 108.105
10.911 108.096
10.901 108.083
10.893 108.076
10.878 108.067
10.814 108.038
10.811 108.037
10.751 108.02
10.741 108.02
10.734 108.018
10.729 108.01
10.725 108.007
10.715 108.005
10.7 107.994
10.699 107.991
10.705 107.977
10.704 107.973
10.699 107.966
10.706 107.957
10.714 107.936
10.716 107.925
10.72 107.912
10.719 107.903
10.721 107.898
10.718 107.893
10.719 107.886
10.716 107.876
10.718 107.873
10.713 107.867
10.712 107.862
10.704 107.848
10.704 107.829
10.698 107.819
10.679 107.799
10.663 107.788
10.655 107.78
10.647 107.772
10.643 107.761
10.637 107.75
10.634 107.738
10.631 107.731
10.63 107.704
10.627 107.694
10.619 107.678
10.609 107.666
10.599 107.641
10.571 107.579
10.564 107.568
10.55 107.554
10.549 107.551
10.546 107.546
10.539 107.545
10.515 107.525
10.5 107.515
10.497 107.501
10.498 107.479
10.496 107.474
10.492 107.47
10.467 107.443
10.468 107.434
10.464 107.423
10.468 107.416
10.469 107.409
10.465 107.397
10.465 107.389
10.469 107.382
10.467 107.376
10.466 107.365
10.46 107.357
10.447 107.336
10.449 107.334
10.459 107.346
10.46 107.343
10.457 107.338
10.451 107.332
10.45 107.326
10.441 107.313
10.439 107.313
10.439 107.319
10.432 107.308
10.421 107.297
10.414 107.291
10.408 107.287
10.385 107.263
10.379 107.261
10.377 107.257
10.378 107.248
10.375 107.244
10.376 107.241
10.397 107.222
10.4 107.216
10.403 107.206
10.402 107.195
10.402 107.193
10.399 107.178
10.395 107.169
10.391 107.164
10.387 107.161
10.381 107.15
10.377 107.137
10.36 107.113
10.351 107.102
10.338 107.093
10.319 107.085
10.317 107.081
10.326 107.081
10.329 107.073
10.333 107.07
10.339 107.071
10.342 107.072
10.355 107.061
10.365 107.061
10.368 107.058
10.375 107.055
10.381 107.057
10.385 107.06
10.381 107.067
10.38 107.073
10.387 107.082
10.384 107.09
10.385 107.095
10.391 107.102
10.404 107.107
10.406 107.109
10.403 107.117
10.402 107.12
10.41 107.128
10.411 107.138
10.413 107.144
10.42 107.149
10.439 107.151
10.438 107.146
10.421 107.145
10.418 107.142
10.416 107.138
10.418 107.13
10.417 107.123
10.413 107.118
10.414 107.114
10.428 107.113
10.431 107.114
10.435 107.122
10.438 107.124
10.443 107.123
10.444 107.12
10.439 107.116
10.441 107.109
10.439 107.105
10.43 107.099
10.429 107.092
10.431 107.086
10.427 107.08
10.427 107.078
10.43 107.07
10.437 107.064
10.441 107.053
10.46 107.043
10.466 107.044
10.468 107.047
10.473 107.04
10.47 107.039
10.471 107.029
10.467 107.025
10.471 107.019
10.476 107.018
10.477 107.022
10.488 107.019
10.491 107.02
10.496 107.024
10.499 107.021
10.497 107.016
10.492 107.008
10.498 107.004
10.499 107.005
10.501 106.991
10.493 106.995
10.487 106.988
10.478 106.989
10.473 106.984
10.475 106.982
10.48 106.982
10.479 106.976
10.475 106.97
10.466 106.968
10.463 106.965
10.469 106.943
10.469 106.932
10.459 106.936
10.454 106.935
10.444 106.936
10.439 106.935
10.44 106.919
10.435 106.917
10.431 106.914
10.428 106.917
10.427 106.918
10.415 106.921
10.423 106.925
10.429 106.921
10.432 106.921
10.434 106.926
10.435 106.941
10.421 106.957
10.419 106.965
10.412 106.977
10.407 106.976
10.404 106.974
10.396 106.956
10.396 106.952
10.394 106.944
10.391 106.935
10.369 106.897
10.369 106.874
10.37 106.872
10.372 106.873
10.378 106.879
10.387 106.882
10.396 106.879
10.406 106.873
10.405 106.854
10.407 106.851
10.404 106.85
10.4 106.836
10.402 106.824
10.404 106.819
10.416 106.807
10.433 106.794
10.44 106.785
10.472 106.762
10.465 106.754
10.459 106.741
10.452 106.744
10.444 106.75
10.409 106.78
10.406 106.785
10.393 106.789
10.373 106.788
10.343 106.787
10.33 106.788
10.31 106.788
10.285 106.784
10.28 106.78
10.274 106.771
10.264 106.76
10.264 106.754
10.256 106.746
10.251 106.748
10.229 106.745
10.221 106.741
10.215 106.732
10.213 106.724
10.215 106.718
10.207 106.714
10.198 106.711
10.187 106.728
10.186 106.735
10.184 106.737
10.178 106.743
10.176 106.746
10.169 106.757
10.162 106.765
10.161 106.778
10.16 106.783
10.15 106.793
10.145 106.796
10.139 106.798
10.127 106.797
10.107 106.791
10.101 106.787
10.1 106.783
10.103 106.782
10.114 106.787
10.114 106.784
10.11 106.78
10.088 106.778
10.082 106.776
10.079 106.773
10.078 106.768
10.078 106.766
10.079 106.765
10.085 106.768
10.088 106.768
10.088 106.766
10.081 106.761
10.076 106.756
10.07 106.743
10.044 106.724
10.04 106.708
10.038 106.704
10.037 106.697
10.045 106.697
10.055 106.704
10.076 106.693
10.074 106.69
10.069 106.691
10.065 106.689
10.061 106.682
10.055 106.677
10.033 106.669
10.03 106.667
10.025 106.664
10.023 106.667
10.022 106.672
10.015 106.678
10.011 106.678
10.006 106.675
10.005 106.672
10.01 106.668
10.011 106.663
10.009 106.658
10.003 106.652
10 106.651
9.994 106.65
9.975 106.655
9.967 106.652
9.965 106.648
9.966 106.643
9.973 106.631
9.972 106.619
9.972 106.613
9.977 106.599
9.985 106.587
9.97 106.577
9.961 106.589
9.942 106.609
9.934 106.622
9.929 106.634
9.926 106.636
9.926 106.643
9.922 106.647
9.926 106.652
9.925 106.659
9.919 106.662
9.897 106.684
9.888 106.695
9.877 106.699
9.872 106.699
9.865 106.695
9.853 106.684
9.841 106.668
9.843 106.666
9.858 106.673
9.863 106.673
9.866 106.67
9.86 106.662
9.853 106.66
9.844 106.653
9.842 106.648
9.827 106.634
9.81 106.613
9.808 106.609
9.809 106.601
9.829 106.582
9.834 106.573
9.842 106.566
9.84 106.555
9.841 106.548
9.836 106.546
9.829 106.537
9.826 106.532
9.825 106.528
9.827 106.526
9.804 106.517
9.798 106.519
9.767 106.522
9.756 106.526
9.752 106.53
9.746 106.545
9.741 106.568
9.735 106.575
9.721 106.576
9.703 106.575
9.694 106.573
9.68 106.58
9.669 106.579
9.635 106.569
9.606 106.553
9.599 106.548
9.596 106.544
9.591 106.54
9.58 106.538
9.574 106.534
9.551 106.501
9.547 106.495
9.542 106.485
9.54 106.479
9.541 106.468
9.545 106.453
9.544 106.445
9.538 106.431
9.538 106.42
9.531 106.412
9.526 106.395
9.526 106.388
9.528 106.382
9.529 106.381
9.532 106.377
9.543 106.373
9.555 106.371
9.563 106.358
9.577 106.347
9.581 106.338
9.605 106.288
9.591 106.27
9.588 106.276
